Word,Count,Reading,JLPT Level,Meaning
漾,1,*,unknown,Yangbi Yi Autonomous County
其場,1,*,unknown,unknown
ごらん,1,ゴラン,jlpt-n2,(please) try to
情景,1,ジョウケイ,unknown,spectacle
縮める,1,チヂメル,jlpt-n2,to shorten
わきの下,1,ワキノシタ,unknown,armpit
冷,1,ヒヤ,unknown,cold water
汗,1,アセ,jlpt-n3,sweat
流す,1,ナガス,jlpt-n3,to drain
思考,1,シコウ,jlpt-n1,thought
なに,1,ナニ,jlpt-n5,what
失う,1,ウシナウ,jlpt-n3,to lose
手始め,1,テハジメ,unknown,outset
色々,1,イロイロ,jlpt-n5,various
入り替る,1,イリカワル,unknown,unknown
立替,1,タテカエ,unknown,advancing (someone) money
ふかす,1,フカス,unknown,"to smoke (a cigarette, pipe, etc.)"
煙草,1,タバコ,jlpt-n5,tobacco
待合せる,1,マチアワセル,unknown,unknown
部,1,ブ,jlpt-n1,"department (in an organization, company, etc.)"
四つ,1,ヨッツ,jlpt-n5,four
一番,1,イチバン,jlpt-n5,number one
毀す,1,コワス,jlpt-n4,to break
しまう,1,シマウ,jlpt-n1,to finish
実行,1,ジッコウ,jlpt-n3,execution (e.g. of a plan)
造る,1,ツクル,jlpt-n5,to make
直す,1,ナオス,jlpt-n2,to repair
大型,1,オオガタ,unknown,large
アームチェーア,1,*,unknown,unknown
すれすれ,1,スレスレ,unknown,grazing
張りつめる,1,ハリツメル,unknown,to strain
其外,1,*,unknown,unknown
厚,1,アツ,unknown,thickness
私室,1,シシツ,unknown,private room
共通,1,キョウツウ,jlpt-n3,common
空洞,1,クウドウ,unknown,cave
巌,1,イワオ,jlpt-n3,rock
木,1,キ,jlpt-n5,tree
枠,1,ワク,jlpt-n1,frame
沢山,1,タクサン,jlpt-n5,a lot
スプリング,1,スプリング,jlpt-n1,spring
取りつける,1,トリツケル,unknown,to install
適当,1,テキトウ,jlpt-n4,suitable
施す,1,ホドコス,jlpt-n1,"to give (time, money, goods)"
首,1,クビ,jlpt-n4,neck
胴,1,ドウ,jlpt-n1,trunk
大急ぎ,1,オオイソギ,unknown,great hurry
思い立つ,1,オモイタツ,unknown,to set one's mind on doing
結びつく,1,ムスビツク,jlpt-n1,to be related
醗酵,1,ハッコウ,unknown,fermentation
渾然,1,コンゼン,unknown,whole
安楽,1,アンラク,unknown,comfort
現す,1,アラワス,jlpt-n3,to represent
止めど,1,トメド,unknown,end
五色,1,ゴシキ,unknown,"five colors (usu. red, blue, yellow, white and black)"
虹,1,ニジ,jlpt-n2,rainbow
まばゆい,1,マバユイ,unknown,dazzling
色彩,1,シキサイ,jlpt-n1,colour
湧く,1,ワク,jlpt-n2,to well (up)
あれ,1,アレ,jlpt-n5,that
幻,1,マボロシ,unknown,phantom
空恐ろしい,1,ソラオソロシイ,unknown,apprehensive
すばらしい,1,スバラシイ,jlpt-n3,wonderful
あした,1,アシタ,jlpt-n5,tomorrow
指す,1,サス,jlpt-n3,to point
荒唐無稽,1,コウトウムケイ,unknown,absurd
しれる,1,シレル,unknown,to become known
そそのかす,1,ソソノカス,unknown,to instigate
丹誠,1,タンセイ,unknown,working earnestly
籠,1,カゴ,jlpt-n3,"basket (shopping, etc.)"
離す,1,ハナス,jlpt-n3,to separate
一緒,1,イッショ,jlpt-n5,together
単純,1,タンジュン,jlpt-n3,simple
翼,1,ツバサ,jlpt-n3,wing
拡げる,1,ヒロゲル,jlpt-n2,to spread
しのぶ,1,シノブ,unknown,to conceal oneself
余裕,1,ヨユウ,jlpt-n3,surplus
手際,1,テギワ,jlpt-n1,skill
開ける,1,アケル,jlpt-n5,"to open (a door, etc.)"
変,1,ヘン,jlpt-n4,strange
てこ,1,テコ,unknown,lever
息苦しい,1,イキグルシイ,unknown,choking
隠れ,1,カクレ,unknown,hidden
簑,1,ミノ,unknown,sedge hat and straw rain cape
消滅,1,ショウメツ,unknown,extinction
内弟子,1,ウチデシ,unknown,private pupil
応待,1,*,jlpt-n2,"dealing with (people, customers, complaints, etc.)"
車,1,クルマ,jlpt-n5,car
積み込む,1,ツミコム,unknown,"to load (with goods, cargo)"
毎朝,1,マイアサ,jlpt-n5,every morning
こいつ,1,コイツ,unknown,he
馬鹿,1,バカ,jlpt-n3,idiot
怒鳴る,1,ドナル,jlpt-n1,to shout (in anger)
そのもの,1,ソノモノ,unknown,the very thing
あやしむ,1,アヤシム,unknown,to suspect
ガタガタ,1,ガタガタ,unknown,rattling
振動,1,シンドウ,jlpt-n1,oscillation
異様,1,イヨウ,unknown,bizarre
伝える,1,ツタエル,jlpt-n4,to convey
結局,1,ケッキョク,jlpt-n3,after all
午後,1,ゴゴ,jlpt-n5,afternoon
一室,1,イッシツ,unknown,one room
据える,1,スエル,jlpt-n1,to place (in position)
分つ,1,ワカツ,unknown,to divide
もぐりこむ,1,モグリコム,unknown,to slip into
蓋,1,フタ,jlpt-n1,cover
便利,1,ベンリ,jlpt-n5,convenient
出入口,1,デイリグチ,jlpt-n1,exit and entrance
呼吸,1,コキュウ,jlpt-n3,breathing
外部,1,ガイブ,jlpt-n2,outside (e.g. of a building)
一部,1,イチブ,jlpt-n1,one part
拵える,1,コシラエル,jlpt-n1,to make
わき,1,ワキ,jlpt-n3,armpit
棚,1,タナ,jlpt-n4,shelf
貯蔵,1,チョゾウ,jlpt-n2,storage
水筒,1,スイトウ,jlpt-n2,canteen
軍隊,1,グンタイ,jlpt-n3,armed forces
用,1,ヨウ,jlpt-n4,business
堅パン,1,カタパン,unknown,hard biscuits
詰め込む,1,ツメコム,unknown,to cram
用途,1,ヨウト,jlpt-n2,use
袋,1,フクロ,jlpt-n3,bag
備えつける,1,ソナエツケル,jlpt-n1,to provide
外様,1,トザマ,unknown,outsider
考案,1,コウアン,unknown,plan
廻らす,1,メグラス,unknown,to enclose (with)
食料,1,ショクリョウ,jlpt-n3,food
不便,1,フベン,jlpt-n4,inconvenience
しつらえる,1,シツラエル,unknown,to provide
謂う,1,イウ,jlpt-n5,to say
シャツ,1,シャツ,jlpt-n5,shirt (undergarment)
底,1,ソコ,jlpt-n3,bottom
仕掛ける,1,シカケル,jlpt-n1,to start
顧みる,1,カエリミル,jlpt-n1,to look back on (the past)
